protocol,port,service,description
TCP,9909,btrieve,domaintime
TCP,9950,ssql,APCPCPLUSWIN1
TCP,9951,fatpipe,APCPCPLUSWIN2
TCP,9952,suitjd,APCPCPLUSWIN3
TCP,9992,ordinox-dbase,Palace
TCP,9993,upnotifyps,Palace
TCP,9994,adtech-test,Palace
TCP,9995,mpsysrmsvr,Palace
TCP,9996,wg-netforce,Sasser Worm shell / Palace
TCP,9997,kv-server,Palace
TCP,9998,kv-agent,Distinct32
TCP,9999,dj-ilm,distinct / Win32/Dabber (Windows worm)
TCP,10000,nati-vi-server,Webmin / Network Data Management Protocol/ Dumaru.Y (Windows trojan)
TCP,10001,creativeserver,queue
TCP,10002,contentserver,poker
TCP,10003,creativepartnr,gateway
TCP,10004,satvid-datalnk,remp
TCP,10005,satvid-datalnk,Secure telnet
TCP,10007,satvid-datalnk,MVS Capacity
TCP,10012,satvid-datalnk,qmaster
TCP,10080,satvid-datalnk,Amanda / MyDoom.B (Windows trojan)
TCP,10082,tip2,Amanda Indexing
TCP,10083,lavenir-lm,Amanda Tape Indexing
TCP,10113,cluster-disc,NetIQ Endpoint
TCP,10114,vsnm-agent,NetIQ Qcheck
TCP,10115,cdbroker,Ganymede Endpoint
TCP,10128,cogsys-lm,BMC-PERFORM-SERVICE DAEMON
TCP,10202,wsicopy,Computer Associate License Manager
TCP,10203,socorfs,Computer Associate License Manager
TCP,10204,sns-channels,Computer Associate License Manager
TCP,10288,geneous,Blocks
TCP,10520,fujitsu-neat,Acid Shivers (Windows Trojan)
TCP,11000,esp-lm,IRISA
TCP,11001,hp-clic,Metasys
TCP,11111,qnxnetman,Viral Computing Environment (VCE)
TCP,11117,gprs-sig,W32.Beagle.L trojan / URBISNET
TCP,11367,backroomnet,ATM UHAS
TCP,11523,cbserver,AOL / AdSubtract AOL Proxy
TCP,11720,ms-wbt-server,h323 Call Signal Alternate
TCP,11722,dsc,RK Test
TCP,12000,savant,IBM Enterprise Extender SNA XID Exchange
TCP,12001,efi-lm,IBM Enterprise Extender SNA COS Network Priority
TCP,12002,d2k-tapestry1,IBM Enterprise Extender SNA COS High Priority
TCP,12003,d2k-tapestry2,IBM Enterprise Extender SNA COS Medium Priority
TCP,12004,dyna-lm,IBM Enterprise Extender SNA COS Low Priority
TCP,12172,printer_agent,HiveP
TCP,12345,cloanto-lm,Netbus (Windows Trojan)
TCP,12346,mercantile,NetBus (Windows Trojan)
TCP,12348,csms,BioNet (Windows Trojan)
TCP,12349,csms2,BioNet (Windows Trojan)
TCP,12361,filecast,Whack-a-mole (Windows Trojan)
TCP,12362,fxaengine-net,Whack-a-mole (Windows Trojan)
TCP,12753,,tsaf port
TCP,12754,,DDOS communication TCP
TCP,13160,nokia-ann-ch1,I-ZIPQD
TCP,13223,nokia-ann-ch2,PowWow Client
TCP,13224,ldap-admin,PowWow Server
TCP,13326,BESApi,game
TCP,13720,networklens,BPRD Protocol (VERITAS NetBackup)
TCP,13721,networklenss,BPBRM Protocol (VERITAS NetBackup)
TCP,13722,biolink-auth,BP Java MSVC Protocol
TCP,13782,xmlblaster,VERITAS NetBackup
TCP,13783,svnet,VOPIED Protnocol
TCP,13818,wip-port,DSMCC Config
TCP,13819,bcinameservice,DSMCC Session Messages
TCP,13820,commandport,DSMCC Pass-Thru Messages
TCP,13821,csvr,DSMCC Download Protocol
TCP,13822,rnmap,DSMCC Channel Change Protocol
TCP,14001,softaudit,ITU SCCP (SS7)
TCP,14237,ifcp-port,Palm Network Hotsync
TCP,14247,bmap,Mitglieder.H trojan
TCP,15104,rusb-sys-port,DDOS communication TCP
TCP,16360,xtrm,netserialext1
TCP,16361,xtrms,netserialext2
TCP,16367,agps-port,netserialext3
TCP,16368,arkivio,netserialext4
TCP,16660,websphere-snmp,Stacheldraht distributed attack tool client
TCP,16959,twcss,Subseven DEFCON8 2.1 backdoor remote access tool
TCP,16991,gcsp,INTEL-RCI-MP
TCP,17007,ssdispatch,isode-dua
TCP,17219,ndl-als,Chipper
TCP,17300,osdcp,Kuang2 (Windows trojan)
TCP,17569,opnet-smp,Infector
TCP,17990,opencm,Worldspan gateway
TCP,18000,pacom,Beckman Instruments Inc.
TCP,18181,gc-config,OPSEC CVP
TCP,18182,autocueds,OPSEC UFP
TCP,18183,spiral-admin,OPSEC SAM
TCP,18184,hri-port,OPSEC LEA
TCP,18185,ans-console,OPSEC OMI
TCP,18187,connect-client,OPSEC ELA
TCP,18463,connect-server,AC Cluster
TCP,18753,ov-nnm-websrv,Shaft distributed attack tool handler agent
TCP,18888,denali-server,APCNECMP
TCP,19216,monp,BackGate (Windows rootkit)
TCP,19283,3comfaxrpc,Key Server for SASSAFRAS
TCP,19315,directnet,Key Shadow for SASSAFRAS
TCP,19410,dnc-port,hp-sco
TCP,19411,hotu-chat,hp-sca
TCP,19412,castorproxy,HP-SESSMON
TCP,19541,asam,JCP Client
TCP,20000,sabp-signal,DNP
TCP,20005,pscupd,xcept4 (German Telekom's CEPT videotext service)
TCP,20031,mira,BakBone NetVault
TCP,20034,prsvp,NetBus 2 Pro (Windows Trojan)
TCP,20432,vat,Shaft distributed attack client
TCP,20670,vat-control,Track
TCP,20742,d3winosfi,Mitglieder.E trojan
TCP,20999,integral,At Hand MMP
TCP,21554,edm-manager,Girlfriend (Windows Trojan)
TCP,21590,edm-stager,VoFR Gateway
TCP,21845,edm-std-notify,webphone
TCP,21846,edm-adm-notify,NetSpeak Corp. Directory Services
TCP,21847,edm-mgr-sync,NetSpeak Corp. Connection Services
TCP,21848,edm-mgr-cntrl,NetSpeak Corp. Automatic Call Distribution
TCP,21849,workflow,NetSpeak Corp. Credit Processing System
TCP,22000,rcst,SNAPenetIO
TCP,22001,ttcmremotectrl,OptoControl
TCP,22156,pluribus,Phatbot Worm
TCP,22273,jt400,wnn6
TCP,22289,jt400-ssl,Wnn6 (Chinese Input)
TCP,22305,jaugsremotec-1,Wnn6 (Korean Input)
TCP,22321,jaugsremotec-2,Wnn6 (Taiwanese Input)
TCP,22555,ttntspauto,Vocaltec Web Conference
TCP,22800,genisar-port,Telerate Information Platform LAN
TCP,22951,nppmp,Telerate Information Platform WAN
TCP,23005,ecomm,W32.HLLW.Nettrash
TCP,23006,stun-behavior,W32.HLLW.Nettrash
TCP,23432,twrpc,Asylum
TCP,23476,plethora,Donald Dick
TCP,23477,cleanerliverc,Donald Dick
TCP,23485,vulture,Shareasa file sharing
TCP,24000,slim-devices,med-ltp
TCP,24001,gbs-stp,med-fsp-rx
TCP,24002,celatalk,med-fsp-tx
TCP,24003,ifsf-hb-port,med-supp
TCP,24004,ltcudp,med-ovw
TCP,24005,fs-rh-srv,med-ci
TCP,24006,dtp-dia,med-net-svc
TCP,24386,colubris,Intel RCI
TCP,24554,swr-port,BINKP
TCP,25000,tvdumtray-port,icl-twobase1
TCP,25001,nut,icl-twobase2
TCP,25002,ibm3494,icl-twobase3
TCP,25003,seclayer-tcp,icl-twobase4
TCP,25004,seclayer-tls,icl-twobase5
TCP,25005,ipether232port,icl-twobase6
TCP,25006,dashpas-port,icl-twobase7
TCP,25007,sccip-media,icl-twobase8
TCP,25008,rtmp-port,icl-twobase9
TCP,25009,isoft-p2p,icl-twobase10
TCP,25555,avinstalldisc,Mitglieder.D trojan
TCP,25793,lsp-ping,Vocaltec Address Server
TCP,25867,ironstorm,WebCam32 Admin
TCP,26000,ccmcomm,quake
TCP,26208,apc-3506,wnn6-ds
TCP,26274,nesh-broker,Delta Source (Windows Trojan)
TCP,27347,interactionweb,SubSeven / Linux.Ramen.Worm (RedHat Linux)
TCP,27374,vt-ssl,SubSeven / Linux.Ramen.Worm (RedHat Linux)
TCP,27665,xss-port,Trinoo distributed attack tool Master server control port
TCP,27999,webmail-2,TW Authentication/Key Distribution and
TCP,30100,aztec,Netsphere (Windows Trojan)
TCP,30101,arcpd,Netsphere (Windows Trojan)
TCP,30102,must-p2p,Netsphere (Windows Trojan)
TCP,30999,must-backplane,Kuang
TCP,31337,smartcard-port,BO2K
TCP,31785,802-11-iapp,Hack-A-Tack (Windows Trojan)
TCP,31787,artifact-msg,Hack-A-Tack (Windows Trojan)
TCP,31788,galileo,Hack-A-Tack (Windows Trojan)
TCP,31789,galileolog,Hack-A-Tack (Windows Trojan)
TCP,31791,mc3ss,Hack-A-Tack (Windows Trojan)
TCP,32000,nssocketport,XtraMail v1.11
TCP,32768,odeumservlink,Filenet TMS
TCP,32769,ecmport,Filenet RPC
TCP,32770,eisport,Filenet NCH
TCP,32771,starquiz-port,Solaris RPC
TCP,32772,beserver-msg-q,Solaris RPC
TCP,32773,jboss-iiop,Solaris RPC
TCP,32774,jboss-iiop-ssl,Solaris RPC
TCP,32775,gf,Solaris RPC
TCP,32776,joltid,Solaris RPC
TCP,32777,raven-rmp,Solaris RPC
TCP,32780,raven-rdp,RPC
TCP,33434,urld-port,traceroute use
TCP,34324,ms-la,Big Gluck (Windows Trojan)
TCP,36865,snac,KastenX Pipe
TCP,40421,ni-visa-remote,Master's Paradise (Windows Trojan)
TCP,40422,ibm-diradm,Master's Paradise (Windows Trojan)
TCP,40423,ibm-diradm-ssl,Master's Paradise (Windows Trojan)
TCP,40426,pnrp-port,Master's Paradise (Windows Trojan)
TCP,40841,voispeed-port,CSCP
TCP,42424,hacl-monitor,ASP.NET Session State
TCP,43118,qftest-lookup,Reachout
TCP,43188,teredo,Reachout
TCP,44333,camac,Kerio WinRoute Firewall Administration
TCP,44334,symantec-sim,Kerio Personal Firewall Administration
TCP,44337,interworld,Kerio MailServer Administration
TCP,44444,tellumat-nms,Prosiak
TCP,44818,ssmpp,Rockwell Encapsulation
TCP,45092,apcupsd,BackGate (Windows rootkit)
TCP,45678,taserver,EBA PRISE
TCP,45966,rbr-discovery,SSRServerMgr
TCP,47262,questnotify,Delta Source (Windows Trojan)
TCP,47557,razor,Databeam Corporation
TCP,47624,sky-transport,Direct Play Server
TCP,47806,personalos-001,ALC Protocol
TCP,47808,mcp-port,Building Automation and Control Networks
TCP,48000,cctv-port,Nimbus Controller
TCP,48001,iniserve-port,Nimbus Spooler
TCP,48002,bmc-onekey,Nimbus Hub
TCP,48003,sdbproxy,Nimbus Gateway
TCP,49400,watcomdebug,Compaq Insight Manager
TCP,49401,esimport,Compaq Insight Manager
TCP,50300,m2pa,O&O Defrag
TCP,51515,,Microsoft Operations Manager MOM-Clear
TCP,52673,dof-eps,Stickies
TCP,54283,dof-tunnel-sec,SubSeven
TCP,54320,mbg-ctrl,Orifice 2000 (TCP)
TCP,54321,mccwebsvr-port,Orifice 2000 (TCP)
TCP,60000,megardsvr-port,DeepThroat
TCP,65000,megaregsvrport,distributed attack tool / Devil (Windows Trojan)
TCP,65301,tag-ups-1,pcAnywhere-def
TCP,65506,dmaf-caster,"PhatBot, Agobot, Gaobot (Windows trojans)"
UDP,0,ccm-port,Reserved
UDP,1,cmc-port,Port Service Multiplexer
UDP,2,config-port,Management Utility
UDP,3,data-port,Compression Process
UDP,4,ttat3lb,Unassigned
UDP,5,nati-svrloc,Remote Job Entry
UDP,6,kfxaclicensing,Unassigned
UDP,7,press,Echo
UDP,8,canex-watch,Unassigned
UDP,9,u-dbap,Discard
UDP,10,emprise-lls,Unassigned
UDP,11,emprise-lsc,Active Users
UDP,12,p2pgroup,Unassigned
UDP,13,sentinel,Daytime
UDP,14,isomair,Unassigned
UDP,15,wv-csp-sms,Unassigned
UDP,16,gtrack-server,Unassigned
UDP,17,gtrack-ne,Quote of the Day
UDP,18,bpmd,Message Send Protocol
UDP,19,mediaspace,Character Generator
UDP,20,shareapp,File Transfer [Default Data]
UDP,21,iw-mmogame,File Transfer [Control]
UDP,22,a14,SSH Remote Login Protocol
UDP,23,a15,Telnet
UDP,24,quasar-server,any private mail system
UDP,25,trap-daemon,Simple Mail Transfer
UDP,26,visinet-gui,Unassigned
UDP,27,infiniswitchcl,NSW User System FE
UDP,28,int-rcv-cntrl,Unassigned
UDP,29,bmc-jmx-port,MSG ICP
UDP,30,comcam-io,Unassigned
UDP,31,splitlock,MSG Authentication
UDP,32,precise-i3,Unassigned
UDP,33,trendchip-dcp,Display Support Protocol
UDP,34,cpdi-pidas-cm,Unassigned
UDP,35,echonet,any private printer server
UDP,36,six-degrees,Unassigned
UDP,37,hp-dataprotect,Time
UDP,38,alaris-disc,Route Access Protocol
UDP,39,sigma-port,Resource Location Protocol
UDP,40,start-network,Unassigned
UDP,41,cd3o-protocol,Graphics
UDP,42,sharp-server,Host Name Server
UDP,43,aairnet-1,Who Is
UDP,44,aairnet-2,MPM FLAGS Protocol
UDP,45,ep-pcp,Message Processing Module [recv]
UDP,46,ep-nsp,MPM [default send]
UDP,47,ff-lr-port,NI FTP
UDP,48,haipe-discover,Digital Audit Daemon
UDP,49,dist-upgrade,Login Host Protocol (TACACS)
UDP,50,volley,Remote Mail Checking Protocol
UDP,51,bvcdaemon-port,IMP Logical Address Maintenance
UDP,52,jamserverport,XNS Time Protocol
UDP,53,ept-machine,Domain Name Server
UDP,54,escvpnet,XNS Clearinghouse
UDP,55,cs-remote-db,ISI Graphics Language
UDP,56,cs-services,XNS Authentication
UDP,57,distcc,any private terminal access
UDP,58,wacp,XNS Mail
UDP,59,hlibmgr,any private file service
UDP,60,sdo,Unassigned
UDP,61,servistaitsm,NI MAIL
UDP,62,scservp,ACA Services
UDP,63,ehp-backup,whois++
UDP,64,xap-ha,Communications Integrator (CI)
UDP,65,netplay-port1,TACACS-Database Service
UDP,66,netplay-port2,Oracle SQL*NET
UDP,67,juxml-port,Bootstrap Protocol Server
UDP,68,audiojuggler,Bootstrap Protocol Client
UDP,69,ssowatch,Trivial File Transfer
UDP,70,cyc,Gopher
UDP,71,xss-srv-port,Remote Job Service
UDP,72,splitlock-gw,Remote Job Service
UDP,73,fjcp,Remote Job Service
UDP,74,nmmp,Remote Job Service
UDP,75,prismiq-plugin,any private dial out service
UDP,76,xrpc-registry,Distributed External Object Store
UDP,77,vxcrnbuport,any private RJE service
UDP,78,tsp,vettcp
UDP,79,vaprtm,Finger
UDP,80,abatemgr,World Wide Web HTTP
UDP,81,abatjss,HOSTS2 Name Server
UDP,82,immedianet-bcn,XFER Utility
UDP,83,ps-ams,MIT ML Device
UDP,84,apple-sasl,Common Trace Facility
UDP,85,can-nds-ssl,MIT ML Device
UDP,86,can-ferret-ssl,Micro Focus Cobol
UDP,87,pserver,any private terminal link
UDP,88,dtp,Kerberos
UDP,89,ups-engine,SU/MIT Telnet Gateway
UDP,90,ent-engine,DNSIX Securit Attribute Token Map
UDP,91,eserver-pap,MIT Dover Spooler
UDP,92,infoexch,Network Printing Protocol
UDP,93,dell-rm-port,Device Control Protocol
UDP,94,casanswmgmt,Tivoli Object Dispatcher
UDP,95,smile,SUPDUP
UDP,96,efcp,DIXIE Protocol Specification
UDP,97,lispworks-orb,Swift Remote Virtural File Protocol
UDP,98,mediavault-gui,TAC News
UDP,99,wininstall-ipc,Metagram Relay
UDP,101,calltrax,NIC Host Name Server
UDP,102,va-pacbase,ISO-TSAP Class 0
UDP,103,roverlog,Genesis Point-to-Point Trans Net
UDP,104,ipr-dglt,ACR-NEMA Digital Imag. & Comm. 300
UDP,105,Escale (Newton Dock),Mailbox Name Nameserver
UDP,106,npds-tracker,3COM-TSMUX
UDP,107,bts-x73,Remote Telnet Service
UDP,108,cas-mapi,SNA Gateway Access Server
UDP,109,bmc-ea,Post Office Protocol - Version 2
UDP,110,faxstfx-port,Post Office Protocol - Version 3
UDP,111,dsx-agent,SUN Remote Procedure Call
UDP,112,tnmpv2,McIDAS Data Transmission Protocol
UDP,113,simple-push,Authentication Service
UDP,114,simple-push-s,Audio News Multicast
UDP,115,daap,Simple File Transfer Protocol
UDP,116,svn,ANSA REX Notify
UDP,117,magaya-network,UUCP Path Service
UDP,118,intelsync,SQL Services
UDP,119,,Network News Transfer Protocol
UDP,120,bmc-data-coll,CFDPTKT
UDP,121,telnetcpcd,Encore Expedited Remote Pro.Call
UDP,122,nw-license,SMAKYNET
UDP,123,sagectlpanel,Network Time Protocol
UDP,124,kpn-icw,ANSA REX Trader
UDP,125,lrs-paging,Locus PC-Interface Net Map Ser
UDP,126,netcelera,Unisys Unitary Login
UDP,127,ws-discovery,Locus PC-Interface Conn Server
UDP,128,adobeserver-3,GSS X License Verification
UDP,129,adobeserver-4,Password Generator Protocol
UDP,130,adobeserver-5,cisco FNATIVE
UDP,131,rt-event,cisco TNATIVE
UDP,132,rt-event-s,cisco SYSMAINT
UDP,133,sun-as-iiops,Statistics Service
UDP,134,ca-idms,INGRES-NET Service
UDP,135,msrpc,DCE endpoint resolution
UDP,136,edb-server2,PROFILE Naming System
UDP,137,netbios-ns,NETBIOS Name Service
UDP,138,tftps,NETBIOS Datagram Service
UDP,139,netbios-ssn,NETBIOS Session Service
UDP,140,anoto-rendezv,EMFIS Data Service
UDP,141,wv-csp-sms-cir,EMFIS Control Service
UDP,142,wv-csp-udp-cir,Britton-Lee IDM
UDP,143,opus-services,Internet Message Access Protocol
UDP,144,itelserverport,Universal Management Architecture
UDP,145,ufastro-instr,UAAC Protocol
UDP,146,xsync,ISO-IP0
UDP,147,xserveraid,ISO-IP
UDP,148,sychrond,Jargon
UDP,149,blizwow,AED 512 Emulation Service
UDP,150,na-er-tip,SQL-NET
UDP,151,array-manager,HEMS
UDP,152,e-mdu,Background File Transfer Program
UDP,153,e-woa,SGMP
UDP,154,fksp-audit,NETSC
UDP,155,client-ctrl,NETSC
UDP,156,smap,SQL Service
UDP,157,m-wnn,KNET/VM Command/Message Protocol
UDP,158,multip-msg,PCMail Server
UDP,159,synel-data,NSS-Routing
UDP,160,pwdis,SGMP-TRAPS
UDP,161,snmp,SNMP
UDP,162,,SNMPTRAP
UDP,163,versatalk,CMIP/TCP Manager
UDP,164,launchbird-lm,CMIP/TCP Agent
UDP,165,heartbeat,Xerox
UDP,166,wysdma,Sirius Systems
UDP,167,cst-port,NAMP
UDP,168,ipcs-command,RSVD
UDP,169,sasg,SEND
UDP,170,gw-call-port,Network PostScript
UDP,171,linktest,Network Innovations Multiplex
UDP,172,linktest-s,Network Innovations CL/1
UDP,173,webdata,Xyplex
UDP,174,cimtrak,MAILQ
UDP,175,cbos-ip-port,VMNET
UDP,176,gprs-cube,GENRAD-MUX
UDP,177,vipremoteagent,X Display Manager Control Protocol
UDP,178,nattyserver,NextStep Window Server
UDP,179,timestenbroker,Border Gateway Protocol
UDP,180,sas-remote-hlp,Intergraph
UDP,181,canon-capt,Unify
UDP,182,grf-port,Unisys Audit SITP
UDP,183,apw-registry,OCBinder
UDP,184,exapt-lmgr,OCServer
UDP,185,adtempusclient,Remote-KIS
UDP,186,gsakmp,KIS Protocol
UDP,187,gbs-smp,Application Communication Interface
UDP,188,xo-wave,Plus Five's MUMPS
UDP,189,mni-prot-rout,Queued File Transport
UDP,190,rtraceroute,Gateway Access Control Protocol
UDP,191,,Prospero Directory Service
UDP,192,listmgr-port,OSU Network Monitoring System
UDP,193,rblcheckd,Spider Remote Monitoring Protocol
UDP,194,haipe-otnk,Internet Relay Chat Protocol
UDP,195,cindycollab,DNSIX Network Level Module Audit
UDP,196,paging-port,DNSIX Session Mgt Module Audit Redir
UDP,197,ctp,Directory Location Service
UDP,198,ctdhercules,Directory Location Service Monitor
UDP,199,zicom,SMUX
UDP,200,ispmmgr,IBM System Resource Controller
UDP,201,dvcprov-port,AppleTalk Routing Maintenance
UDP,202,jibe-eb,AppleTalk Name Binding
UDP,203,c-h-it-port,AppleTalk Unused
UDP,204,cognima,AppleTalk Echo
UDP,205,nnp,AppleTalk Unused
UDP,206,abcvoice-port,AppleTalk Zone Information
UDP,207,iso-tp0s,AppleTalk Unused
UDP,208,bim-pem,AppleTalk Unused
UDP,209,bfd-control,The Quick Mail Transfer Protocol
UDP,210,bfd-echo,ANSI Z39.50
UDP,211,upstriggervsw,Texas Instruments 914C/G Terminal
UDP,212,fintrx,ATEXSSTR
UDP,213,isrp-port,IPX
UDP,214,remotedeploy,VM PWSCS
UDP,215,quickbooksrds,Insignia Solutions
UDP,216,tvnetworkvideo,Computer Associates Int'l License Server
UDP,217,sitewatch,dBASE Unix
UDP,218,dcsoftware,Netix Message Posting Protocol
UDP,219,jaus,Unisys ARPs
UDP,220,myblast,Interactive Mail Access Protocol v3
UDP,221,spw-dialer,Berkeley rlogind with SPX auth
UDP,222,idps,Berkeley rshd with SPX auth
UDP,223,minilock,Certificate Distribution Center
UDP,224,radius-dynauth,masqdialer
UDP,242,pwgpsi,Direct
UDP,243,ibm-mgr,Survey Measurement
UDP,244,vhd,inbusiness
UDP,245,soniqsync,LINK
UDP,246,iqnet-port,Display Systems Protocol
UDP,247,tcpdataserver,SUBNTBCST_TFTP
UDP,248,wsmlb,bhfhs
UDP,256,spugna,RAP
UDP,257,sun-as-iiops-ca,Secure Electronic Transaction
UDP,258,apocd,Yak Winsock Personal Chat
UDP,259,wlanauth,Efficient Short Remote Operations
UDP,260,amp,Openport
UDP,261,neto-wol-server,IIOP Name Service over TLS/SSL
UDP,262,rap-ip,Arcisdms
UDP,263,neto-dcs,HDAP
UDP,264,lansurveyorxml,BGMP
UDP,265,sunlps-http,X-Bone CTL
UDP,266,tapeware,SCSI on ST
UDP,267,crinis-hb,Tobit David Service Layer
UDP,268,epl-slp,Tobit David Replica
UDP,280,scp,HTTP-mgmt
UDP,281,pmcp,Personal Link
UDP,282,acp-discovery,Cable Port A/X
UDP,283,acp-conduit,rescap
UDP,284,acp-policy,corerjd
UDP,286,ffserver,FXP-1
UDP,287,warmux,K-BLOCK
UDP,308,netmpi,Novastor Backup
UDP,309,neteh,EntrustTime
UDP,310,neteh-ext,bhmds
UDP,311,cernsysmgmtagt,AppleShare IP WebAdmin
UDP,312,dvapps,VSLMP
UDP,313,xxnetserver,Magenta Logic
UDP,314,aipn-auth,Opalis Robot
UDP,315,spectardata,DPSI
UDP,316,spectardb,decAuth
UDP,317,markem-dcp,Zannet
UDP,318,mkm-discovery,PKIX TimeStamp
UDP,319,sos,PTP Event
UDP,320,amx-rms,PTP General
UDP,321,flirtmitmir,PIP
UDP,322,,RTSPS
UDP,333,nhci,Texar Security Port
UDP,344,quest-agent,Prospero Data Access Protocol
UDP,345,rnm,Perf Analysis Workbench
UDP,346,v-one-spp,Zebra server
UDP,347,an-pcp,Fatmen Server
UDP,348,msfw-control,Cabletron Management Protocol
UDP,349,item,mftp
UDP,350,spw-dnspreload,MATIP Type A
UDP,351,qtms-bootstrap,bhoetty
UDP,352,spectraport,bhoedap4
UDP,353,sse-app-config,NDSAUTH
UDP,354,sscan,bh611
UDP,355,stryker-com,DATEX-ASN
UDP,356,opentrac,Cloanto Net 1
UDP,357,informer,bhevent
UDP,358,trap-port,Shrinkwrap
UDP,359,trap-port-mom,Tenebris Network Trace Service
UDP,360,nav-port,scoi2odialog
UDP,361,sasp,Semantix
UDP,362,winshadow-hd,SRS Send
UDP,363,giga-pocket,RSVP Tunnel
UDP,364,asap-sctp,Aurora CMGR
UDP,365,asap-sctp-tls,DTK
UDP,366,xpl,ODMR
UDP,367,dzdaemon,MortgageWare
UDP,368,dzoglserver,QbikGDP
UDP,369,diameter,rpc2portmap
UDP,370,ovsam-mgmt,codaauth2
UDP,371,ovsam-d-agent,Clearcase
UDP,372,avocent-adsap,ListProcessor
UDP,373,oem-agent,Legent Corporation
UDP,374,fagordnc,Legent Corporation
UDP,375,sixxsconfig,Hassle
UDP,376,pnbscada,Amiga Envoy Network Inquiry Proto
UDP,377,dl_agent,NEC Corporation
UDP,378,xmpcr-interface,NEC Corporation
UDP,379,fotogcad,TIA/EIA/IS-99 modem client
UDP,380,appss-lm,TIA/EIA/IS-99 modem server
UDP,381,igrs,hp performance data collector
UDP,382,idac,hp performance data managed node
UDP,383,msdts1,hp performance data alarm manager
UDP,384,vrpn,A Remote Network Server System
UDP,385,softrack-meter,IBM Application
UDP,386,topflow-ssl,ASA Message Router Object Def.
UDP,387,nei-management,Appletalk Update-Based Routing Pro.
UDP,388,ciphire-data,Unidata LDM
UDP,389,ciphire-serv,Lightweight Directory Access Protocol
UDP,390,dandv-tester,UIS
UDP,391,ndsconnect,SynOptics SNMP Relay Port
UDP,392,rtc-pm-port,SynOptics Port Broker Port
UDP,393,pcc-image-port,Data Interpretation System
UDP,394,cgi-starapi,EMBL Nucleic Data Transfer
UDP,395,syam-agent,NETscout Control Protocol
UDP,396,syam-smc,Novell Netware over IP
UDP,397,sdo-tls,Multi Protocol Trans. Net.
UDP,398,sdo-ssh,Kryptolan
UDP,399,senip,ISO Transport Class 2 Non-Control over TCP
UDP,400,itv-control,Workstation Solutions
UDP,401,udt_os,Uninterruptible Power Supply
UDP,402,nimsh,Genie Protocol
UDP,403,nimaux,decap
UDP,404,charsetmgr,nced
UDP,405,omnilink-port,ncld
UDP,406,mupdate,Interactive Mail Support Protocol
UDP,407,topovista-data,Timbuktu
UDP,408,imoguia-port,Prospero Resource Manager Sys. Man.
UDP,409,hppronetman,Prospero Resource Manager Node Man.
UDP,410,surfcontrolcpa,DECLadebug Remote Debug Protocol
UDP,411,prnrequest,Remote MT Protocol
UDP,412,prnstatus,Trap Convention Port
UDP,413,gbmt-stars,SMSP
UDP,414,listcrt-port,InfoSeek
UDP,415,listcrt-port-2,BNet
UDP,416,agcat,Silverplatter
UDP,417,wysdmc,Onmux
UDP,418,aftmux,Hyper-G
UDP,419,pktcablemmcops,Ariel
UDP,420,hyperip,SMPTE
UDP,421,exasoftport1,Ariel
UDP,422,herodotus-net,Ariel
UDP,423,sor-update,IBM Operations Planning and Control Start
UDP,424,symb-sb-port,IBM Operations Planning and Control Track
UDP,425,mpl-gprs-port,ICAD
UDP,426,zmp,smartsdp
UDP,427,winport,Server Location
UDP,428,natdataservice,OCS_CMU
UDP,429,netboot-pxe,OCS_AMU
UDP,430,smauth-port,UTMPSD
UDP,431,syam-webserver,UTMPCD
UDP,432,msr-plugin-port,IASD
UDP,433,dyn-site,NNSP
UDP,434,plbserve-port,MobileIP-Agent
UDP,435,sunfm-port,MobilIP-MN
UDP,436,sdp-portmapper,DNA-CML
UDP,437,mailprox,comscm
UDP,438,dvbservdsc,dsfgw
UDP,439,dbcontrol_agent,dasp
UDP,440,aamp,sgcp
UDP,441,xecp-node,decvms-sysmgt
UDP,442,homeportal-web,cvc_hostd
UDP,443,srdp,HTTP protocol over TLS/SSL
UDP,444,tig,Simple Network Paging Protocol
UDP,445,microsoft-ds,Microsoft-DS
UDP,446,emcads,DDM-RDB
UDP,447,backupedge,DDM-RFM
UDP,448,ccp,DDM-SSL
UDP,449,apdap,AS Server Mapper
UDP,450,drip,TServer
UDP,451,namemunge,Cray Network Semaphore server
UDP,452,pwgippfax,Cray SFS config server
UDP,453,i3-sessionmgr,CreativeServer
UDP,454,xmlink-connect,ContentServer
UDP,455,adrep,CreativePartnr
UDP,456,p2pcommunity,macon-udp
UDP,457,gvcp,scohelp
UDP,458,mqe-broker,apple quick time
UDP,459,mqe-agent,ampr-rcmd
UDP,460,treehopper,skronk
UDP,461,bess,DataRampSrv
UDP,462,proaxess,DataRampSrvSec
UDP,463,sbi-agent,alpes
UDP,464,thrp,kpasswd
UDP,465,sasggprs,SMTP protocol over TLS/SSL
UDP,466,ati-ip-to-ncpe,digital-vrc
UDP,467,bflckmgr,mylex-mapd
UDP,468,ppsms,proturis
UDP,469,ianywhere-dbns,Radio Control Protocol
UDP,470,landmarks,scx-proxy
UDP,471,lanrevagent,Mondex
UDP,472,lanrevserver,ljk-login
UDP,473,iconp,hybrid-pop
UDP,474,progistics,tn-tl-w2
UDP,475,citysearch,tcpnethaspsrv
UDP,476,airshot,tn-tl-fd1
UDP,477,opswagent,ss7ns
UDP,478,opswmanager,spsc
UDP,479,secure-cfg-svr,iafserver
